service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2001-09-06,W,1053246,644766,1698012,2001,9,3,Before 2020,249,644950.0,617044.0,610601.0,468773.4285714286,505538.2
2001-09-07,W,1070339,659824,1730163,2001,9,4,Before 2020,250,644766.0,616977.0,596163.0,472733.71428571426,506677.0333333333
2001-09-08,A,645427,341332,986759,2001,9,5,Before 2020,251,659824.0,319699.0,602242.0,478854.71428571426,508799.06666666665
2001-09-09,U,492026,215773,707799,2001,9,6,Before 2020,252,341332.0,243520.0,626136.0,481945.14285714284,500102.06666666665
2001-09-10,W,1075781,661092,1736873,2001,9,0,Before 2020,253,215773.0,213584.0,323141.0,477981.28571428574,486423.3
2001-09-11,W,957593,525953,1483546,2001,9,1,Before 2020,254,661092.0,625640.0,234020.0,541911.0,497688.3333333333
2001-09-12,W,931165,588507,1519672,2001,9,2,Before 2020,255,525953.0,644950.0,571719.0,527670.0,507419.43333333335
2001-09-13,W,1010171,607718,1617889,2001,9,3,Before 2020,256,588507.0,644766.0,598019.0,519606.71428571426,507979.0333333333
2001-09-14,W,1034666,613645,1648311,2001,9,4,Before 2020,257,607718.0,659824.0,584203.0,514314.14285714284,508302.3333333333
2001-09-15,A,615097,277875,892972,2001,9,5,Before 2020,258,613645.0,341332.0,581402.0,507717.14285714284,509283.73333333334
2001-09-16,U,417392,191270,608662,2001,9,6,Before 2020,259,277875.0,215773.0,598538.0,498651.85714285716,499166.1666666667
2001-09-17,W,919985,609381,1529366,2001,9,0,Before 2020,260,191270.0,661092.0,296970.0,495151.4285714286,485590.56666666665
2001-09-18,W,1039365,626518,1665883,2001,9,1,Before 2020,261,609381.0,525953.0,235842.0,487764.14285714284,496004.26666666666
2001-09-19,W,939442,625612,1565054,2001,9,2,Before 2020,262,626518.0,588507.0,606101.0,502130.5714285714,509026.8
2001-09-20,W,973094,646112,1619206,2001,9,3,Before 2020,263,625612.0,607718.0,608242.0,507431.28571428574,509677.1666666667
2001-09-21,W,967583,626032,1593615,2001,9,4,Before 2020,264,646112.0,613645.0,599157.0,512916.14285714284,510939.5
2001-09-22,A,641096,307331,948427,2001,9,5,Before 2020,265,626032.0,277875.0,612615.0,514685.71428571426,511835.3333333333
2001-09-23,U,361048,190813,551861,2001,9,6,Before 2020,266,307331.0,191270.0,619276.0,518893.71428571426,501659.2
2001-09-24,W,940207,622061,1562268,2001,9,0,Before 2020,267,190813.0,609381.0,290626.0,518828.4285714286,487377.1
2001-09-25,W,968563,638815,1607378,2001,9,1,Before 2020,268,622061.0,626518.0,245014.0,520639.85714285716,498424.93333333335
2001-09-26,W,1028542,639258,1667800,2001,9,2,Before 2020,269,638815.0,625612.0,590849.0,522396.5714285714,511551.63333333336
2001-09-27,W,1024125,642860,1666985,2001,9,3,Before 2020,270,639258.0,646112.0,628532.0,524346.0,513165.26666666666
2001-09-28,W,1024142,645884,1670026,2001,9,4,Before 2020,271,642860.0,626032.0,625324.0,523881.4285714286,513642.86666666664
2001-09-29,A,639464,330008,969472,2001,9,5,Before 2020,272,645884.0,307331.0,617044.0,526717.4285714285,514328.2
2001-09-30,U,412037,219852,631889,2001,9,6,Before 2020,273,330008.0,190813.0,616977.0,529957.0,504760.3333333333
2001-10-01,W,1069361,639795,1709156,2001,10,0,Before 2020,274,219852.0,622061.0,319699.0,534105.4285714285,491522.8333333333
2001-10-02,W,1078342,658020,1736362,2001,10,1,Before 2020,275,639795.0,638815.0,243520.0,536638.8571428572,502192.7
2001-10-03,W,1018388,657170,1675558,2001,10,2,Before 2020,276,658020.0,639258.0,213584.0,539382.4285714285,516009.36666666664
2001-10-04,W,902598,649681,1552279,2001,10,3,Before 2020,277,657170.0,642860.0,625640.0,541941.2857142857,530795.5666666667
2001-10-05,W,1034680,651273,1685953,2001,10,4,Before 2020,278,649681.0,645884.0,644950.0,542915.7142857143,531596.9333333333
2001-10-06,A,628587,326860,955447,2001,10,5,Before 2020,279,651273.0,330008.0,644766.0,543685.5714285715,531807.7
2001-10-07,U,404926,287483,692409,2001,10,6,Before 2020,280,326860.0,219852.0,659824.0,543235.8571428572,521210.8333333333
2001-10-08,W,802729,531294,1334023,2001,10,0,Before 2020,281,287483.0,639795.0,341332.0,552897.4285714285,508799.4666666667
2001-10-09,W,1055377,645072,1700449,2001,10,1,Before 2020,282,531294.0,658020.0,215773.0,537397.2857142857,515131.5333333333
2001-10-10,W,898767,637568,1536335,2001,10,2,Before 2020,283,645072.0,657170.0,661092.0,535547.5714285715,529441.5
2001-10-11,W,1025128,647937,1673065,2001,10,3,Before 2020,284,637568.0,649681.0,525953.0,532747.2857142857,528657.3666666667
2001-10-12,W,1000153,625089,1625242,2001,10,4,Before 2020,285,647937.0,651273.0,588507.0,532498.1428571428,532723.5
2001-10-13,A,515481,273528,789009,2001,10,5,Before 2020,286,625089.0,326860.0,607718.0,528757.5714285715,533942.9
2001-10-14,U,409065,209437,618502,2001,10,6,Before 2020,287,273528.0,287483.0,613645.0,521138.71428571426,522803.23333333334
2001-10-15,W,1037513,627937,1665450,2001,10,0,Before 2020,288,209437.0,531294.0,277875.0,509989.28571428574,509329.63333333336
2001-10-16,W,1022047,634396,1656443,2001,10,1,Before 2020,289,627937.0,645072.0,191270.0,523795.4285714286,520998.36666666664
2001-10-17,W,1036702,641266,1677968,2001,10,2,Before 2020,290,634396.0,637568.0,609381.0,522270.28571428574,535769.2333333333
2001-10-18,W,1017434,646140,1663574,2001,10,3,Before 2020,291,641266.0,647937.0,626518.0,522798.5714285714,536832.0666666667
2001-10-19,W,956423,642121,1598544,2001,10,4,Before 2020,292,646140.0,625089.0,625612.0,522541.85714285716,537486.1333333333
2001-10-20,A,632093,319399,951492,2001,10,5,Before 2020,293,642121.0,273528.0,646112.0,524975.0,538036.4333333333
2001-10-21,U,433014,213638,646652,2001,10,6,Before 2020,294,319399.0,209437.0,626032.0,531528.0,527146.0
2001-10-22,W,1012782,621894,1634676,2001,10,0,Before 2020,295,213638.0,627937.0,307331.0,532128.1428571428,513399.5333333333
2001-10-23,W,1000304,638393,1638697,2001,10,1,Before 2020,296,621894.0,634396.0,190813.0,531264.8571428572,523884.9666666667
2001-10-24,W,867027,625218,1492245,2001,10,2,Before 2020,297,638393.0,641266.0,622061.0,531835.8571428572,538804.3
2001-10-25,W,947047,618401,1565448,2001,10,3,Before 2020,298,625218.0,646140.0,638815.0,529543.2857142857,538909.5333333333
2001-10-26,W,981933,613047,1594980,2001,10,4,Before 2020,299,618401.0,642121.0,639258.0,525580.5714285715,538229.0666666667
2001-10-27,A,582223,291912,874135,2001,10,5,Before 2020,300,613047.0,319399.0,642860.0,521427.14285714284,537355.3666666667
2001-10-28,U,405374,208481,613855,2001,10,6,Before 2020,301,291912.0,213638.0,645884.0,517500.4285714286,525657.1
2001-10-29,W,1019942,623086,1643028,2001,10,0,Before 2020,302,208481.0,621894.0,330008.0,516763.71428571426,511077.0
2001-10-30,W,994503,629005,1623508,2001,10,1,Before 2020,303,623086.0,638393.0,219852.0,516934.0,520846.26666666666
2001-10-31,W,978585,628587,1607172,2001,10,2,Before 2020,304,629005.0,625218.0,639795.0,515592.85714285716,534484.7
2001-11-01,W,1029256,641642,1670898,2001,11,3,Before 2020,305,628587.0,618401.0,658020.0,516074.14285714284,534111.1
2001-11-02,W,1042714,645966,1688680,2001,11,4,Before 2020,306,641642.0,613047.0,657170.0,519394.28571428574,533565.1666666666
2001-11-03,A,648350,315004,963354,2001,11,5,Before 2020,307,645966.0,291912.0,649681.0,524097.0,533191.7
2001-11-04,U,443453,222988,666441,2001,11,6,Before 2020,308,315004.0,208481.0,651273.0,527395.8571428572,522035.8
2001-11-05,W,1057697,629864,1687561,2001,11,0,Before 2020,309,222988.0,623086.0,326860.0,529468.2857142857,507759.63333333336
2001-11-06,W,1044478,638448,1682926,2001,11,1,Before 2020,310,629864.0,629005.0,287483.0,530436.5714285715,517859.76666666666
2001-11-07,W,1033982,640396,1674378,2001,11,2,Before 2020,311,638448.0,628587.0,531294.0,531785.5714285715,529558.6
2001-11-08,W,1004574,636400,1640974,2001,11,3,Before 2020,312,640396.0,641642.0,645072.0,533472.5714285715,533195.3333333334
2001-11-09,W,931849,620257,1552106,2001,11,4,Before 2020,313,636400.0,645966.0,637568.0,532723.7142857143,532906.2666666667
2001-11-10,A,618184,322793,940977,2001,11,5,Before 2020,314,620257.0,315004.0,647937.0,529051.0,532329.2333333333
2001-11-11,U,416118,218931,635049,2001,11,6,Before 2020,315,322793.0,222988.0,625089.0,530163.7142857143,521491.1
2001-11-12,W,812747,527242,1339989,2001,11,0,Before 2020,316,218931.0,629864.0,273528.0,529584.1428571428,507952.5
2001-11-13,W,1026715,641101,1667816,2001,11,1,Before 2020,317,527242.0,638448.0,209437.0,514923.85714285716,516409.63333333336
2001-11-14,W,994462,624162,1618624,2001,11,2,Before 2020,318,641101.0,640396.0,627937.0,515302.85714285716,530798.4333333333
2001-11-15,W,983434,615519,1598953,2001,11,3,Before 2020,319,624162.0,636400.0,634396.0,512983.71428571426,530672.6
2001-11-16,W,1046467,623566,1670033,2001,11,4,Before 2020,320,615519.0,620257.0,641266.0,510000.71428571426,530043.3666666667
2001-11-17,A,653210,354828,1008038,2001,11,5,Before 2020,321,623566.0,322793.0,646140.0,510473.4285714286,529453.3666666667
2001-11-18,U,414683,201199,615882,2001,11,6,Before 2020,322,354828.0,218931.0,642121.0,515049.85714285716,519742.9666666667
2001-11-19,W,999890,600948,1600838,2001,11,0,Before 2020,323,201199.0,527242.0,319399.0,512516.71428571426,505045.56666666665
2001-11-20,W,1005581,612391,1617972,2001,11,1,Before 2020,324,600948.0,641101.0,213638.0,523046.14285714284,514430.5333333333
2001-11-21,W,988420,589664,1578084,2001,11,2,Before 2020,325,612391.0,624162.0,621894.0,518944.71428571426,527722.3
2001-11-22,U,322788,151915,474703,2001,11,3,Before 2020,326,589664.0,615519.0,638393.0,514016.4285714286,526647.9666666667
2001-11-23,W,641780,356646,998426,2001,11,4,Before 2020,327,151915.0,623566.0,625218.0,447787.28571428574,510432.0333333333
2001-11-24,A,504548,253414,757962,2001,11,5,Before 2020,328,356646.0,354828.0,618401.0,409655.85714285716,501479.63333333336
2001-11-25,U,373755,186416,560171,2001,11,6,Before 2020,329,253414.0,201199.0,613047.0,395168.14285714284,489313.4
2001-11-26,W,993754,600439,1594193,2001,11,0,Before 2020,330,186416.0,600948.0,291912.0,393056.28571428574,475092.36666666664
2001-11-27,W,985583,613858,1599441,2001,11,1,Before 2020,331,600439.0,612391.0,208481.0,392983.5714285714,485376.6
2001-11-28,W,981842,614405,1596247,2001,11,2,Before 2020,332,613858.0,589664.0,623086.0,393193.14285714284,498889.1666666667
2001-11-29,W,972155,613392,1585547,2001,11,3,Before 2020,333,614405.0,151915.0,629005.0,396727.5714285714,498599.8
2001-11-30,W,1039082,625037,1664119,2001,11,4,Before 2020,334,613392.0,356646.0,628587.0,462652.85714285716,498079.36666666664
2001-12-01,A,640965,307646,948611,2001,12,5,Before 2020,335,625037.0,253414.0,641642.0,500994.4285714286,497961.0333333333
2001-12-02,U,418878,210748,629626,2001,12,6,Before 2020,336,307646.0,186416.0,645966.0,508741.85714285716,486827.8333333333
2001-12-03,W,1051222,599106,1650328,2001,12,0,Before 2020,337,210748.0,600439.0,315004.0,512217.85714285716,472320.56666666665
2001-12-04,W,1049416,613294,1662710,2001,12,1,Before 2020,338,599106.0,613858.0,222988.0,512027.4285714286,481790.63333333336
2001-12-05,W,1039940,622264,1662204,2001,12,2,Before 2020,339,613294.0,614405.0,629864.0,511946.85714285716,494800.8333333333
2001-12-06,W,1020021,623428,1643449,2001,12,3,Before 2020,340,622264.0,613392.0,638448.0,513069.5714285714,494547.5
2001-12-07,W,1023743,618300,1642043,2001,12,4,Before 2020,341,623428.0,625037.0,640396.0,514503.28571428574,494046.8333333333
2001-12-08,A,620074,315639,935713,2001,12,5,Before 2020,342,618300.0,307646.0,636400.0,513540.85714285716,493310.3
2001-12-09,U,406917,207697,614614,2001,12,6,Before 2020,343,315639.0,210748.0,620257.0,514682.71428571426,482618.26666666666
2001-12-10,W,1005376,597416,1602792,2001,12,0,Before 2020,344,207697.0,599106.0,322793.0,514246.85714285716,468866.26666666666
2001-12-11,W,1010462,614387,1624849,2001,12,1,Before 2020,345,597416.0,613294.0,218931.0,514005.4285714286,478020.36666666664
2001-12-12,W,981259,609660,1590919,2001,12,2,Before 2020,346,614387.0,622264.0,527242.0,514161.5714285714,491202.23333333334
2001-12-13,W,990166,610845,1601011,2001,12,3,Before 2020,347,609660.0,623428.0,641101.0,512361.0,493949.5
2001-12-14,W,982986,600798,1583784,2001,12,4,Before 2020,348,610845.0,618300.0,624162.0,510563.4285714286,492940.9666666667
2001-12-15,A,623138,319051,942189,2001,12,5,Before 2020,349,600798.0,315639.0,615519.0,508063.14285714284,492162.1666666667
2001-12-16,U,407448,213347,620795,2001,12,6,Before 2020,350,319051.0,207697.0,623566.0,508550.5714285714,482279.9
2001-12-17,W,995060,593314,1588374,2001,12,0,Before 2020,351,213347.0,597416.0,354828.0,509357.71428571426,468605.93333333335
2001-12-18,W,1014592,608735,1623327,2001,12,1,Before 2020,352,593314.0,614387.0,201199.0,508771.71428571426,476555.4666666667
2001-12-19,W,958790,591815,1550605,2001,12,2,Before 2020,353,608735.0,609660.0,600948.0,507964.28571428574,490140.0
2001-12-20,W,987827,586572,1574399,2001,12,3,Before 2020,354,591815.0,610845.0,612391.0,505415.0,489835.56666666665
2001-12-21,W,994499,569456,1563955,2001,12,4,Before 2020,355,586572.0,600798.0,589664.0,501947.4285714286,488974.93333333335
2001-12-22,A,586969,268254,855223,2001,12,5,Before 2020,356,569456.0,319051.0,151915.0,497470.0,488301.3333333333
2001-12-23,U,393359,184628,577987,2001,12,6,Before 2020,357,268254.0,213347.0,356646.0,490213.28571428574,492179.3
2001-12-24,W,525908,257022,782930,2001,12,0,Before 2020,358,184628.0,593314.0,253414.0,486110.5714285714,486445.36666666664
2001-12-25,U,218872,93525,312397,2001,12,1,Before 2020,359,257022.0,608735.0,186416.0,438068.85714285716,486565.63333333336
2001-12-26,W,619967,380064,1000031,2001,12,2,Before 2020,360,93525.0,591815.0,600439.0,364467.4285714286,483469.26666666666
2001-12-27,W,690465,436814,1127279,2001,12,3,Before 2020,361,380064.0,586572.0,613858.0,334217.28571428574,476123.43333333335
2001-12-28,W,739404,456879,1196283,2001,12,4,Before 2020,362,436814.0,569456.0,614405.0,312823.28571428574,470221.9666666667
2001-12-29,A,473194,224772,697966,2001,12,5,Before 2020,363,456879.0,268254.0,613392.0,296740.85714285716,464971.1
2001-12-30,U,306871,160102,466973,2001,12,6,Before 2020,364,224772.0,184628.0,625037.0,290529.14285714284,452017.1
2001-12-31,W,650794,321388,972182,2001,12,0,Before 2020,365,160102.0,257022.0,307646.0,287025.4285714286,436519.26666666666
2002-01-01,U,294360,122471,416831,2002,1,1,Before 2020,1,321388.0,93525.0,210748.0,296220.5714285714,436977.3333333333
2002-01-02,W,766853,491630,1258483,2002,1,2,Before 2020,2,122471.0,380064.0,599106.0,300355.71428571426,434034.76666666666
2002-01-03,W,838088,523292,1361380,2002,1,3,Before 2020,3,491630.0,436814.0,613294.0,316293.71428571426,430452.23333333334
2002-01-04,W,858709,528849,1387558,2002,1,4,Before 2020,4,523292.0,456879.0,622264.0,328647.71428571426,427452.1666666667
2002-01-05,A,542470,245820,788290,2002,1,5,Before 2020,5,528849.0,224772.0,623428.0,338929.14285714284,424338.3333333333
2002-01-06,U,370508,177606,548114,2002,1,6,Before 2020,6,245820.0,160102.0,618300.0,341936.0,411751.4
2002-01-07,W,953807,568929,1522736,2002,1,0,Before 2020,7,177606.0,321388.0,315639.0,344436.5714285714,397061.6
2002-01-08,W,973200,585667,1558867,2002,1,1,Before 2020,8,568929.0,122471.0,207697.0,379799.5714285714,405504.6
2002-01-09,W,985622,591671,1577293,2002,1,2,Before 2020,9,585667.0,491630.0,597416.0,445970.4285714286,418103.6
2002-01-10,W,974188,591742,1565930,2002,1,3,Before 2020,10,591671.0,523292.0,614387.0,460262.0,417912.1
2002-01-11,W,1006535,591718,1598253,2002,1,4,Before 2020,11,591742.0,528849.0,609660.0,470040.5714285714,417157.26666666666
2002-01-12,A,565955,266826,832781,2002,1,5,Before 2020,12,591718.0,245820.0,610845.0,479021.85714285716,416559.2
2002-01-13,U,371378,176272,547650,2002,1,6,Before 2020,13,266826.0,177606.0,600798.0,482022.71428571426,405091.9
2002-01-14,W,985931,593642,1579573,2002,1,0,Before 2020,14,176272.0,568929.0,319051.0,481832.14285714284,390941.0333333333
2002-01-15,W,983090,601489,1584579,2002,1,1,Before 2020,15,593642.0,585667.0,213347.0,485362.5714285714,400094.06666666665
2002-01-16,W,955758,608009,1563767,2002,1,2,Before 2020,16,601489.0,591671.0,593314.0,487622.85714285716,413032.13333333336
2002-01-17,W,968715,598282,1566997,2002,1,3,Before 2020,17,608009.0,591742.0,608735.0,489956.85714285716,413521.9666666667
2002-01-18,W,967930,581331,1549261,2002,1,4,Before 2020,18,598282.0,591718.0,591815.0,490891.14285714284,413173.5333333333
2002-01-19,A,556405,273407,829812,2002,1,5,Before 2020,19,581331.0,266826.0,586572.0,489407.28571428574,412824.06666666665
2002-01-20,U,374069,180903,554972,2002,1,6,Before 2020,20,273407.0,176272.0,569456.0,490347.4285714286,402385.23333333334
2002-01-21,W,648994,392312,1041306,2002,1,0,Before 2020,21,180903.0,593642.0,268254.0,491009.0,389433.4666666667
2002-01-22,W,1012565,603877,1616442,2002,1,1,Before 2020,22,392312.0,601489.0,184628.0,462247.5714285714,393568.73333333334
2002-01-23,W,990484,600427,1590911,2002,1,2,Before 2020,23,603877.0,608009.0,257022.0,462588.71428571426,407543.7
2002-01-24,W,1007218,605974,1613192,2002,1,3,Before 2020,24,600427.0,598282.0,93525.0,461505.5714285714,418990.5333333333
2002-01-25,W,1028432,601352,1629784,2002,1,4,Before 2020,25,605974.0,581331.0,380064.0,462604.4285714286,436072.1666666667
2002-01-26,A,611356,283489,894845,2002,1,5,Before 2020,26,601352.0,273407.0,436814.0,465464.5714285714,443448.43333333335
2002-01-27,U,408878,189116,597994,2002,1,6,Before 2020,27,283489.0,180903.0,456879.0,466904.85714285716,438337.6
2002-01-28,W,1009923,595606,1605529,2002,1,0,Before 2020,28,189116.0,392312.0,224772.0,468078.14285714284,429412.1666666667
2002-01-29,W,979719,597598,1577317,2002,1,1,Before 2020,29,595606.0,603877.0,160102.0,497120.14285714284,441773.3
2002-01-30,W,936013,602737,1538750,2002,1,2,Before 2020,30,597598.0,600427.0,321388.0,496223.14285714284,456356.5
2002-01-31,W,879895,602988,1482883,2002,1,3,Before 2020,31,602737.0,605974.0,122471.0,496553.14285714284,465734.8
2002-02-01,W,954707,585087,1539794,2002,2,4,Before 2020,32,602988.0,601352.0,491630.0,496126.5714285714,481752.0333333333
2002-02-02,A,614544,273954,888498,2002,2,5,Before 2020,33,585087.0,283489.0,523292.0,493803.0,484867.26666666666
2002-02-03,U,401958,180019,581977,2002,2,6,Before 2020,34,273954.0,189116.0,528849.0,492440.85714285716,476556.0
2002-02-04,W,988315,576117,1564432,2002,2,0,Before 2020,35,180019.0,595606.0,245820.0,491141.28571428574,464928.3333333333
2002-02-05,W,997471,596800,1594271,2002,2,1,Before 2020,36,576117.0,597598.0,177606.0,488357.14285714284,475938.23333333334
2002-02-06,W,1011650,597747,1609397,2002,2,2,Before 2020,37,596800.0,602737.0,568929.0,488243.14285714284,489911.36666666664
2002-02-07,W,1011915,600731,1612646,2002,2,3,Before 2020,38,597747.0,602988.0,585667.0,487530.28571428574,490871.9666666667
2002-02-08,W,1027036,594502,1621538,2002,2,4,Before 2020,39,600731.0,585087.0,591671.0,487207.85714285716,491374.1
2002-02-09,A,650477,296011,946488,2002,2,5,Before 2020,40,594502.0,273954.0,591742.0,488552.85714285716,491468.4666666667
2002-02-10,U,379613,180097,559710,2002,2,6,Before 2020,41,296011.0,180019.0,591718.0,491703.85714285716,481610.76666666666
